出資元・企業ID,出資元・企業名,company_id,company_name,corporate_number,corporate_name,location,status,number_of_activity,update_date,LocName,lon,lat,iConf,iLvl,count
6746.0,大原薬品工業,6746.0,大原薬品工業,9160001005346,大原薬品工業株式会社,滋賀県甲賀市甲賀町鳥居野１２１番地１５,-,329,2022-04-08T00:00:00+09:00,滋賀県/甲賀市/甲賀町鳥居野/１２１−１番地,136.2256193998396,34.91572595367076,4.0,8.0,1
3168.0,メディカルノート,3168.0,メディカルノート,7011001102645,株式会社メディカルノート,東京都港区北青山２丁目９番５号,-,4,2022-02-18T00:00:00+09:00,東京都/港区/北青山/２丁目/９番/５号,139.71659053835626,35.671979015549596,5.0,8.0,1
21230.0,メディアスホールディングス,21230.0,メディアスホールディングス,3010001135832,メディアスホールディングス株式会社,東京都千代田区有楽町１丁目２番２号,-,14,2021-12-07T00:00:00+09:00,東京都/千代田区/有楽町/１丁目/２番/２号,139.75991682232586,35.67307005574492,5.0,8.0,1
21245.0,松本工業,21245.0,松本工業,3011301006715,松本工業株式会社,東京都杉並区宮前１丁目２０番３２号,-,7,2021-07-07T00:00:00+09:00,東京都/杉並区/宮前/１丁目/２０番/３２号,139.61603836478412,35.689464354973,5.0,8.0,1
13368.0,3Sunny,13368.0,3Sunny,3040001093012,株式会社３Ｓｕｎｎｙ,東京都中央区日本橋蛎殻町１丁目１３−７日本橋人形町プレイス２Ｆ,-,2,2022-07-14T00:00:00+09:00,東京都/中央区/日本橋蛎殻町/１丁目/１３番/７号,139.78236447977136,35.68398943159182,5.0,8.0,1
14169.0,EduLab,14169.0,EduLab,6010401117444,株式会社ＥｄｕＬａｂ,東京都渋谷区道玄坂１丁目２１番１号渋谷ソラスタ１４階,-,75,2019-07-16T00:00:00+09:00,東京都/渋谷区/道玄坂/１丁目/２１番/１号,139.69692282559262,35.65658021922436,5.0,8.0,1
6365.0,ビデオリサーチ,6365.0,ビデオリサーチ,5010001055153,株式会社ビデオリサーチ,東京都千代田区三番町６番地１７,-,380,2021-08-17T00:00:00+09:00,東京都/千代田区/三番町/６番,139.7452673245333,35.69139760217018,5.0,7.0,1
16788.0,ぴあ,16788.0,ぴあ,1011001069980,ぴあ株式会社,東京都渋谷区東１丁目２番２０号,-,89,2018-08-01T00:00:00+09:00,東京都/渋谷区/東/１丁目/２番/２０号,139.70890174532323,35.658190359325154,5.0,8.0,1
21840.0,田辺三菱製薬,21840.0,田辺三菱製薬,9120001077463,田辺三菱製薬株式会社,大阪府大阪市中央区道修町３丁目２番１０号,-,915,2022-07-12T00:00:00+09:00,大阪府/大阪市/中央区/道修町/３丁目/２番/１０号,135.5033204208418,34.68827476731943,5.0,8.0,1
21841.0,ひまわり製薬,21841.0,ひまわり製薬,4011301020095,ひまわり製薬株式会社,東京都中央区八丁堀３丁目４番８号,-,9,2020-02-27T00:00:00+09:00,東京都/中央区/八丁堀/３丁目/４番/８号,139.77380555480582,35.67532017591495,5.0,8.0,1
17597.0,神明ホールディングス,17597.0,神明ホールディングス,2140001008398,株式会社神明ホールディングス,兵庫県神戸市中央区栄町通６丁目１番２１号,-,61,2019-07-18T00:00:00+09:00,兵庫県/神戸市/中央区/栄町通/６丁目/１番/２１号,135.18196877360123,34.6838178502099,5.0,8.0,1
9762.0,メディアドゥ,9762.0,メディアドゥ,2180001047905,株式会社メディアドゥ,東京都千代田区一ツ橋１丁目１番１号,-,55,2020-06-18T00:00:00+09:00,東京都/千代田区/一ツ橋/１丁目/１番/１号,139.75746630667075,35.69099797476491,5.0,8.0,1
17752.0,西日本新聞社,17752.0,西日本新聞社,8290001009392,株式会社西日本新聞社,福岡県福岡市中央区天神１丁目４番１号,-,30,2018-07-26T00:00:00+09:00,福岡県/福岡市/中央区/天神/１丁目/４番/１号,130.40112864595335,33.58866281483231,5.0,8.0,1
6451.0,ロート製薬,6451.0,ロート製薬,6120001019253,ロート製薬株式会社,大阪府大阪市生野区巽西１丁目８番１号,-,2861,2018-07-13T00:00:00+09:00,大阪府/大阪市/生野区/巽西/１丁目/８番/１号,135.54582789501566,34.65307974996182,5.0,8.0,1
7429.0,太陽石油,7429.0,太陽石油,1500001005095,太陽石油販売株式会社,愛媛県松山市宮田町１８６番地４,-,122,2020-11-04T00:00:00+09:00,愛媛県/松山市/宮田町/１８６−４番地,132.75200039406826,33.84355033455004,5.0,8.0,1
21221.0,エレメンツキャピタルリサーチ,21221.0,エレメンツキャピタルリサーチ,8030003005119,エレメンツキャピタルリサーチ合同会社,埼玉県さいたま市浦和区東仲町５番３号１０１,-,0,2020-09-30T00:00:00+09:00,埼玉県/さいたま市/浦和区/東仲町/５番/３号,139.6560380084457,35.861676033771545,5.0,8.0,1
21806.0,サイブリッジホールディングス,21806.0,サイブリッジホールディングス,7011001127502,サイブリッジホールディングス株式会社,東京都渋谷区幡ヶ谷１丁目３０番８号,-,0,2020-07-10T00:00:00+09:00,東京都/渋谷区/幡ケ谷/１丁目/３０番/８号,139.67502392743347,35.67534752243017,5.0,8.0,1
7523.0,オールアバウト,7523.0,オールアバウト,7011001034665,株式会社オールアバウト,東京都渋谷区恵比寿南１丁目１５番１号,-,51,2021-07-28T00:00:00+09:00,東京都/渋谷区/恵比寿南/１丁目/１５番/１号,139.70931224797886,35.644831871698024,5.0,8.0,1
16771.0,ファミリーマート,16771.0,ファミリーマート,2013301010706,株式会社ファミリーマート,東京都港区芝浦３丁目１番２１号,-,399,2019-10-18T00:00:00+09:00,東京都/港区/芝浦/３丁目/１番/２１号,139.7495788448848,35.644612976032064,5.0,8.0,1
6011.0,ジェーシービー,6011.0,ジェーシービー,8010401050511,株式会社ジェーシービー,東京都港区南青山５丁目１番２２号,-,269,2019-07-31T00:00:00+09:00,東京都/港区/南青山/５丁目/１番/２２号,139.71200124390282,35.66411977593874,5.0,8.0,1
19106.0,渡辺パイプ,19106.0,渡辺パイプ,4010001142571,渡辺パイプ株式会社,東京都中央区築地５丁目６番１０号,-,7,2022-04-20T00:00:00+09:00,東京都/中央区/築地/５丁目/６番/１０号,139.76548677132283,35.6626313784139,5.0,8.0,1
21415.0,ジャパン建材,21415.0,ジャパン建材,5010601031594,ジャパン建材株式会社,東京都江東区新木場１丁目７番２２号,-,4,2018-07-09T00:00:00+09:00,東京都/江東区/新木場/１丁目/７番/２２号,139.83192182824234,35.645715063813554,5.0,8.0,1
6647.0,経営共創基盤,6647.0,経営共創基盤,4010001108192,株式会社経営共創基盤,東京都千代田区丸の内１丁目９番２号グラントウキョウサウスタワー８階,-,2,2018-04-27T00:00:00+09:00,東京都/千代田区/丸の内/１丁目/９番,139.76649596232616,35.68056938958423,5.0,7.0,1
17467.0,BGベンチャーズ,17467.0,BGベンチャーズ,3010901043110,株式会社ＢＧベンチャーズ,東京都世田谷区桜新町１丁目３４番２５号,-,1,2018-11-16T00:00:00+09:00,東京都/世田谷区/桜新町/１丁目/３４番/２５号,139.64286860940547,35.62669213161581,5.0,8.0,1
10593.0,サティス製薬,10593.0,サティス製薬,3030001065607,株式会社サティス製薬,埼玉県吉川市大字中井５７番地１,-,41,2018-08-31T00:00:00+09:00,埼玉県/吉川市/大字中井/５７−１番地,139.8651092956823,35.88507903837218,5.0,8.0,1
21249.0,ネイチャーラボ,21249.0,ネイチャーラボ,8011001041413,株式会社ネイチャーラボ,東京都渋谷区広尾１丁目１番３９号,-,256,2021-08-24T00:00:00+09:00,東京都/渋谷区/広尾/１丁目/１番/３９号,139.71262175711945,35.650061372694836,5.0,8.0,1
15405.0,東大創業者の会応援ファンド,15405.0,東大創業者の会応援ファンド,2010001195167,東大創業者の会応援ファンド株式会社,東京都千代田区永田町２丁目１７番４号笠松千代田ビル１０１号室,-,1,2022-05-19T00:00:00+09:00,東京都/千代田区/永田町/２丁目/１７番/４号,139.73986836209193,35.67701907360342,5.0,8.0,1
10775.0,毎日みらい創造ラボ,10775.0,毎日みらい創造ラボ,4010001184655,株式会社毎日みらい創造ラボ,東京都千代田区一ツ橋１丁目１番１号,-,1,2018-07-02T00:00:00+09:00,東京都/千代田区/一ツ橋/１丁目/１番/１号,139.75746630667075,35.69099797476491,5.0,8.0,1
11577.0,パーソルプロセス＆テクノロジー,11577.0,パーソルプロセス＆テクノロジー,7011101047237,パーソルプロセス＆テクノロジー株式会社,東京都江東区豊洲３丁目２番２０号,-,63,2018-04-06T00:00:00+09:00,東京都/江東区/豊洲/３丁目/２番,139.79476448099555,35.65793269275934,5.0,7.0,1
21129.0,シティクリエイションホールディングス,21129.0,シティクリエイションホールディングス,4011201012911,株式会社シティクリエイションホールディングス,東京都板橋区中丸町１１番２号ワコーレ要町ビル８階,-,14,2018-07-12T00:00:00+09:00,東京都/板橋区/中丸町/１１番/２号,139.70523876905537,35.739701094188575,5.0,8.0,1
4554.0,and factory,4554.0,and factory,7011001102001,ａｎｄ　ｆａｃｔｏｒｙ株式会社,東京都目黒区青葉台３丁目６番２８号,-,61,2019-11-22T00:00:00+09:00,東京都/目黒区/青葉台/３丁目/６番/２８号,139.69053351769236,35.65284046838413,5.0,8.0,1
21080.0,岩崎通信機,21080.0,岩崎通信機,9011301000786,岩崎通信機株式会社,東京都杉並区久我山１丁目７番４１号,-,193,2022-06-22T00:00:00+09:00,東京都/杉並区/久我山/１丁目/７番/４１号,139.59773019119135,35.682694626781505,5.0,8.0,1
21077.0,セブン＆アイ・ホールディングス,21077.0,セブン＆アイ・ホールディングス,1010001095203,株式会社セブン＆アイ・ホールディングス,東京都千代田区二番町８番地８,-,24,2018-06-13T00:00:00+09:00,東京都/千代田区/二番町/８番,139.73432848737082,35.68555796498089,5.0,7.0,1
18501.0,GOB Incubation Partners,18501.0,GOB Incubation Partners,9011001101637,ＧＯＢ　Ｉｎｃｕｂａｔｉｏｎ　Ｐａｒｔｎｅｒｓ株式会社,東京都渋谷区千駄ヶ谷３丁目３３番６号,-,0,2021-03-15T00:00:00+09:00,東京都/渋谷区/千駄ケ谷/３丁目/３３番/６号,139.7065011794905,35.677298146944395,5.0,8.0,1
19162.0,INPEX,19162.0,INPEX,7010401078520,株式会社ＩＮＰＥＸ,東京都港区赤坂５丁目３番１号,-,13,2021-04-13T00:00:00+09:00,東京都/港区/赤坂/５丁目/３番/１号,139.7368087548318,35.673709363515094,5.0,8.0,1
21125.0,椿本チエイン,21125.0,椿本チエイン,2120001002188,株式会社椿本チエイン,大阪府大阪市北区中之島３丁目３番３号,-,1095,2018-07-24T00:00:00+09:00,大阪府/大阪市/北区/中之島/３丁目/３番/３号,135.4940910625808,34.693183995513614,5.0,8.0,1
18198.0,ベリサーブ,18198.0,ベリサーブ,7011101032123,株式会社ベリサーブ,東京都千代田区神田三崎町３丁目１番１６号,-,60,2019-11-22T00:00:00+09:00,東京都/千代田区/神田三崎町/３丁目/１番/１６号,139.75315633575843,35.699326922592995,5.0,8.0,1
21004.0,大阪市高速電気軌道,21004.0,大阪市高速電気軌道,6120001206256,大阪市高速電気軌道株式会社,大阪府大阪市西区九条南１丁目１２番６２号,-,95,2018-04-24T00:00:00+09:00,大阪府/大阪市/西区/九条南/１丁目/１２番,135.4741436192982,34.66939623413772,5.0,7.0,1
6475.0,京王電鉄,6475.0,京王電鉄,3011101005999,京王電鉄株式会社,東京都新宿区新宿３丁目１番２４号,-,136,2021-06-17T00:00:00+09:00,東京都/新宿区/新宿/３丁目/１番/２４号,139.7053907515051,35.6902566601008,5.0,8.0,1
4497.0,さくらインターネット,4497.0,さくらインターネット,3120001079845,さくらインターネット株式会社,大阪府大阪市北区梅田１丁目１２番１２号,-,88,2021-10-06T00:00:00+09:00,大阪府/大阪市/北区/梅田/１丁目/１２番/１２号,135.49790048201007,34.70043326059626,5.0,8.0,1
6484.0,住友林業,6484.0,住友林業,4010001090011,住友林業株式会社,東京都千代田区大手町１丁目３番２号,-,1708,2018-09-18T00:00:00+09:00,東京都/千代田区/大手町/１丁目/３番/２号,139.76356588416547,35.68865840163531,5.0,8.0,1
21005.0,西武鉄道,21005.0,西武鉄道,4013301006264,西武鉄道株式会社,東京都豊島区南池袋１丁目１６番１５号,-,53,2018-04-17T00:00:00+09:00,東京都/豊島区/南池袋/１丁目/１６番/１５号,139.71070883484165,35.72658271706579,5.0,8.0,1
18519.0,武蔵野銀行,18519.0,武蔵野銀行,6030001002490,株式会社武蔵野銀行,埼玉県さいたま市大宮区桜木町１丁目１０番地８,-,137,2018-06-08T00:00:00+09:00,埼玉県/さいたま市/大宮区/桜木町/１丁目/１０−１２番地,139.6181794309339,35.90595002207222,4.0,8.0,1
6626.0,沖縄振興開発金融公庫,6626.0,沖縄振興開発金融公庫,7360005000440,沖縄振興開発金融公庫,沖縄県那覇市おもろまち１丁目２番２６号,-,24,2021-08-05T00:00:00+09:00,沖縄県/那覇市/おもろまち/１丁目/２番/２６号,127.69364489439384,26.225716931425023,5.0,8.0,1
17704.0,Impact Venture Capital,17704.0,Impact Venture Capital,2010001192346,株式会社Ｉｍｐａｃｔ　Ｖｅｎｔｕｒｅ　Ｃａｐｉｔａｌ,東京都千代田区大手町１丁目５番１号大手町ファーストスクエアウエストタワー,-,2,2018-06-11T00:00:00+09:00,東京都/千代田区/大手町/１丁目/５番/１号,139.76382598521192,35.68560875142755,5.0,8.0,1
20990.0,PAKA,20990.0,PAKA,3260001026180,株式会社吉備高原ＰＡＫＡＲＡ,岡山県加賀郡吉備中央町上田西２３９３番地１７,-,2,2020-07-06T00:00:00+09:00,岡山県/加賀郡/吉備中央町/上田西/２３９３−２０番地,133.8446308972002,34.874335920240924,4.0,8.0,1
16642.0,三井住友フィナンシャルグループ,16642.0,三井住友フィナンシャルグループ,2010001081053,株式会社三井住友フィナンシャルグループ,東京都千代田区丸の内１丁目１番２号,-,47,2022-03-17T00:00:00+09:00,東京都/千代田区/丸の内/１丁目/１番/２号,139.7624261280525,35.68500878126066,5.0,8.0,1
22305.0,Unicorn,22305.0,Unicorn,2010401145473,株式会社ＵＮＩＣＯＲＮ,東京都港区南青山３丁目１番３号,-,9,2019-05-21T00:00:00+09:00,東京都/港区/南青山/３丁目/１番/３号,139.71671067074033,35.66843941666987,5.0,8.0,1
7231.0,DK Gate,7231.0,DK Gate,4011001106095,株式会社ＤＫ　Ｇａｔｅ,東京都渋谷区恵比寿南３丁目５番７号,-,4,2018-05-07T00:00:00+09:00,東京都/渋谷区/恵比寿南/３丁目/５番/７号,139.70376265682037,35.646361551062725,5.0,8.0,1
7493.0,BeeX,7493.0,BeeX,4010001173996,株式会社ＢｅｅＸ,東京都中央区銀座７丁目１４番１３号,-,1,2020-06-09T00:00:00+09:00,東京都/中央区/銀座/７丁目/１４番/１３号,139.76469665563872,35.66716084820195,5.0,8.0,1
5994.0,gumi ventures,5994.0,gumi ventures,2011101063775,株式会社ｇｕｍｉ　ｖｅｎｔｕｒｅｓ,東京都新宿区西新宿４丁目３４番７号,-,1,2018-06-21T00:00:00+09:00,東京都/新宿区/西新宿/４丁目/３４番/７号,139.68889232158642,35.68601669440542,5.0,8.0,1
3343.0,イグニス,3343.0,イグニス,6011001065323,合同会社イグニス,東京都渋谷区恵比寿１丁目１９番１９号,閉鎖,32,2022-01-18T00:00:00+09:00,東京都/渋谷区/恵比寿/１丁目/１９番/１９号,139.712541881752,35.64713169980249,5.0,8.0,1
23170.0,沖縄電力,23170.0,沖縄電力,3360001008565,沖縄電力株式会社,沖縄県浦添市牧港５丁目２番１号,-,85,2018-06-15T00:00:00+09:00,沖縄県/浦添市/牧港/５丁目/２番/１号,127.71650215903395,26.272222377948484,5.0,8.0,1
12121.0,マテリアルグループ,12121.0,マテリアルグループ,8010401113771,マテリアルグループ株式会社,東京都港区赤坂１丁目１２番３２号アーク森ビル３５階,-,20,2018-12-14T00:00:00+09:00,東京都/港区/赤坂/１丁目/１２番,139.7410286200392,35.66818009825869,5.0,7.0,1
6988.0,アイネス,6988.0,アイネス,2020001030067,株式会社アイネス,神奈川県横浜市都筑区牛久保３丁目９番２号,-,49,2018-05-14T00:00:00+09:00,神奈川県/横浜市/都筑区/牛久保/３丁目/９番/２号,139.57265688926293,35.568576787882385,5.0,8.0,1
20971.0,Panopticon Investment,20971.0,Panopticon Investment,3011101090793,株式会社Ｐａｎｏｐｔｉｃｏｎ　　Ｉｎｖｅｓｔｍｅｎｔ,東京都新宿区荒木町２３番地鈴商ビル２Ｆ,-,0,2020-03-23T00:00:00+09:00,東京都/新宿区/荒木町/２３番,139.72247924236876,35.691746951072815,5.0,7.0,1
20999.0,オーガニックグループ,20999.0,オーガニックグループ,1010401138115,オーガニックグループ株式会社,東京都渋谷区神泉町１０番１０号,-,1,2020-07-13T00:00:00+09:00,東京都/渋谷区/神泉町/１０番/１０号,139.69268324254062,35.65515026634969,5.0,8.0,1
16473.0,アニプレックス,16473.0,アニプレックス,2010001012149,株式会社アニプレックス,東京都千代田区六番町４番地５,-,366,2018-07-10T00:00:00+09:00,東京都/千代田区/六番町/４番,139.73475832350144,35.68871762129064,5.0,7.0,1
3592.0,ソフトバンクグループ,3592.0,ソフトバンクグループ,1010401056795,ソフトバンクグループ株式会社,東京都港区海岸１丁目７番１号,-,132,2021-10-19T00:00:00+09:00,東京都/港区/海岸/１丁目/７番/１号,139.76045747545876,35.655732018649715,5.0,8.0,1
20339.0,AZ-Star,20339.0,AZ-Star,8010001166071,ＡＺ−Ｓｔａｒ株式会社,東京都千代田区五番町２番地７,-,1,2019-06-12T00:00:00+09:00,東京都/千代田区/五番町/２番,139.73353838699663,35.68970747724972,5.0,7.0,1
3024.0,BASE,3024.0,BASE,1010901034004,株式会社Ｒｅｂａｓｅ,東京都渋谷区神宮前４丁目２６番１８号,-,22,2022-04-19T00:00:00+09:00,東京都/渋谷区/神宮前/４丁目/２６番/１８号,139.70682151917143,35.66818917959705,5.0,8.0,1
21461.0,山善,21461.0,山善,1120001049040,株式会社山善,大阪府大阪市西区立売堀２丁目３番１６号,-,111,2018-04-03T00:00:00+09:00,大阪府/大阪市/西区/立売堀/２丁目/３番/１６号,135.49091180845363,34.67944548194813,5.0,8.0,1
24796.0,埼玉冠婚葬祭センター,24796.0,埼玉冠婚葬祭センター,3030001002980,株式会社埼玉冠婚葬祭センター,埼玉県さいたま市浦和区仲町１丁目１２番１号,-,0,2018-07-03T00:00:00+09:00,埼玉県/さいたま市/浦和区/仲町/１丁目/１２番/１号,139.65515809666562,35.86134604730009,5.0,8.0,1
24798.0,ナノ・アソシエーション,24798.0,ナノ・アソシエーション,9010401076010,株式会社ナノ・アソシエーション,東京都港区麻布十番１丁目２番３号,-,0,2016-10-24T00:00:00+09:00,東京都/港区/麻布十番/１丁目/２番/３号,139.73663944556498,35.65692124584066,5.0,8.0,1
24800.0,エム・アイ・パートナーズ,24800.0,エム・アイ・パートナーズ,7011101068893,エム・アイ・パートナーズ株式会社,東京都中央区入船３丁目１０番７号,-,0,2017-03-28T00:00:00+09:00,東京都/中央区/入船/３丁目/１０番/７号,139.77720548743247,35.66985088188673,5.0,8.0,1
5987.0,GMOペパボ,5987.0,GMOペパボ,5011001042496,ＧＭＯペパボ株式会社,東京都渋谷区桜丘町２６番１号,-,29,2018-04-06T00:00:00+09:00,東京都/渋谷区/桜丘町/２６番,139.6994526316389,35.65607034433615,5.0,7.0,1
23589.0,アライアンス・フォーラム財団,23589.0,アライアンス・フォーラム財団,6010005017537,一般財団法人アライアンス・フォーラム財団,神奈川県横浜市西区高島１丁目１番２号横浜三井ビルディング１５階,-,0,2022-01-06T00:00:00+09:00,神奈川県/横浜市/西区/高島/１丁目/１,139.62537662247033,35.4631800243646,5.0,7.0,1
19659.0,イーエムシステムズ,19659.0,イーエムシステムズ,8120001053779,株式会社イーエムシステムズ,大阪府大阪市淀川区宮原１丁目６番１号,-,52,2021-04-20T00:00:00+09:00,大阪府/大阪市/淀川区/宮原/１丁目/６番,135.4993791593458,34.7354493168286,5.0,7.0,1
3479.0,クロス・マーケティング,3479.0,クロス・マーケティング,9010001086351,株式会社クロス・マーケティング,東京都新宿区西新宿３丁目２０番２号,-,14,2022-03-14T00:00:00+09:00,東京都/新宿区/西新宿/３丁目/２０番/２号,139.68705261374097,35.682637025133516,5.0,8.0,1
20922.0,科研製薬,20922.0,科研製薬,4010001000003,科研製薬株式会社,東京都文京区本駒込２丁目２８番８号,-,298,2018-07-09T00:00:00+09:00,東京都/文京区/本駒込/２丁目/２８番/８号,139.74835551268603,35.7297733696711,5.0,8.0,1
20927.0,ヤマエ久野,20927.0,ヤマエ久野,9290001017163,ヤマエ久野株式会社,福岡県福岡市博多区博多駅東２丁目１３番３４号,-,21,2020-05-01T00:00:00+09:00,福岡県/福岡市/博多区/博多駅東/２丁目/１３番/３４号,130.42709629853425,33.588583315576216,5.0,8.0,1
3290.0,アイリッジ,3290.0,アイリッジ,4011001071991,株式会社アイリッジ,東京都港区麻布台１丁目１１番９号,-,26,2019-10-24T00:00:00+09:00,東京都/港区/麻布台/１丁目/１１番/９号,139.7436087027603,35.660701008060634,5.0,8.0,1
20979.0,正興電機製作所,20979.0,正興電機製作所,6290001014089,株式会社正興電機製作所,福岡県福岡市博多区東光２丁目７番２５号,-,81,2020-03-04T00:00:00+09:00,福岡県/福岡市/博多区/東光/２丁目/７番/２５号,130.42551630574937,33.59360270998099,5.0,8.0,1
20954.0,ニチコン,20954.0,ニチコン,2130001022029,ニチコン株式会社,京都府京都市中京区烏丸通御池上る二条殿町５５１番地,-,840,2018-07-23T00:00:00+09:00,京都府/京都市/中京区/烏丸通蛸薬師下る,135.75986699280568,35.0058246594816,4.0,0.0,1
20955.0,Cosylab,20955.0,Cosylab,4050001040128,Ｃｏｓｙｌａｂ　Ｊａｐａｎ株式会社,東京都千代田区神田神保町１丁目１０１番地神保町１０１ビル５階,-,1,2021-07-01T00:00:00+09:00,東京都/千代田区/神田神保町/１丁目/１０１番,139.7587460476522,35.69472758986399,5.0,7.0,1
15961.0,藤森工業,15961.0,藤森工業,6011101056965,藤森工業株式会社,東京都文京区小石川１丁目１番１号,-,186,2020-12-02T00:00:00+09:00,東京都/文京区/小石川/１丁目/１番/１号,139.7531459603017,35.70864587449707,5.0,8.0,1
17381.0,城南信用金庫,17381.0,城南信用金庫,7010705000700,城南信用金庫,東京都品川区西五反田７丁目２番３号,-,94,2021-10-14T00:00:00+09:00,東京都/品川区/西五反田/７丁目/２番/３号,139.7192022328164,35.624364436495284,5.0,8.0,1
6587.0,明治安田生命保険,6587.0,明治安田生命保険,8010005007932,明治安田生命保険相互会社,東京都千代田区丸の内２丁目１番１号,-,310,2018-04-05T00:00:00+09:00,東京都/千代田区/丸の内/２丁目/１番/１号,139.7616164395431,35.678989436093,5.0,8.0,1
20899.0,富国生命保険,20899.0,富国生命保険,5010005003959,富国生命保険相互会社,東京都千代田区内幸町２丁目２番２号,-,77,2018-07-19T00:00:00+09:00,東京都/千代田区/内幸町/２丁目/２番/２号,139.75518732226664,35.6706102052087,5.0,8.0,1
14137.0,H.U.グループホールディングス,14137.0,H.U.グループホールディングス,1011101039628,Ｈ．Ｕ．グループホールディングス株式会社,東京都新宿区西新宿２丁目１番１号,-,15,2020-07-21T00:00:00+09:00,東京都/新宿区/西新宿/２丁目/１番/１号,139.6937916510324,35.692346113997694,5.0,8.0,1
24385.0,TSP太陽,24385.0,TSP太陽,1013201003703,ＴＳＰ太陽株式会社,東京都目黒区東山１丁目１７番１６号,-,31,2018-07-24T00:00:00+09:00,東京都/目黒区/東山/１丁目/１７番/１６号,139.69411346629767,35.64657126894851,5.0,8.0,1
14362.0,EQUATION,14362.0,EQUATION,9120001184243,株式会社ＥＱＵＡＴＩＯＮ,大阪府大阪市北区豊崎３丁目１９番３号,-,1,2020-02-27T00:00:00+09:00,大阪府/大阪市/北区/豊崎/３丁目/１９番/３号,135.4975102087939,34.709462225932896,5.0,8.0,1
19893.0,ウイルテック,19893.0,ウイルテック,3120001157048,株式会社ウイルテック,大阪府大阪市淀川区東三国４丁目３番１号,-,31,2018-04-25T00:00:00+09:00,大阪府/大阪市/淀川区/東三国/４丁目/３番/１号,135.49766912854778,34.74074867487203,5.0,8.0,1
7308.0,ジャパンクリエイトグループ,7308.0,ジャパンクリエイトグループ,3120001165942,株式会社ジャパンクリエイトグループ,大阪府大阪市淀川区東三国４丁目３番１号,-,0,2018-05-29T00:00:00+09:00,大阪府/大阪市/淀川区/東三国/４丁目/３番/１号,135.49766912854778,34.74074867487203,5.0,8.0,1
20869.0,三幸コーポレーション,20869.0,三幸コーポレーション,9080101000635,株式会社三幸コーポレーション,静岡県沼津市柳町１番５０号,-,4,2018-05-29T00:00:00+09:00,静岡県/沼津市/柳町/１番/５０号,138.8621249132693,35.116288899343445,5.0,8.0,1
20870.0,東洋ワーク,20870.0,東洋ワーク,9370001018599,東洋ワークセキュリティ株式会社,宮城県仙台市青葉区国分町１丁目７番１８号,-,19,2021-09-14T00:00:00+09:00,宮城県/仙台市/青葉区/国分町/１丁目/７番/１８号,140.86957880844912,38.26175635749018,5.0,8.0,1
20872.0,日研トータルソーシング,20872.0,日研トータルソーシング,4010801009318,日研トータルソーシング株式会社,東京都大田区西蒲田７丁目２３番３号日研第一ビル,-,4,2022-06-23T00:00:00+09:00,東京都/大田区/西蒲田/７丁目/２３番/３号,139.7114253151875,35.56396101172611,5.0,8.0,1
20873.0,日総工産,20873.0,日総工産,6020001030402,日総工産株式会社,神奈川県横浜市港北区新横浜１丁目４番１号,-,11,2018-05-07T00:00:00+09:00,神奈川県/横浜市/港北区/新横浜/１丁目/４−１番地,139.61197615714815,35.503375157539026,4.0,8.0,1
20874.0,平山ホールディングス,20874.0,平山ホールディングス,8010401098518,株式会社平山ホールディングス,東京都港区港南１丁目８番４０号Ａ−ＰＬＡＣＥ品川６階,-,3,2018-05-01T00:00:00+09:00,東京都/港区/港南/１丁目/８番/４０号,139.74333993754647,35.63059438362416,5.0,8.0,1
20875.0,フジアルテ,20875.0,フジアルテ,7120001035464,フジアルテ株式会社,大阪府大阪市港区磯路１丁目６番１９号,-,4,2020-01-23T00:00:00+09:00,大阪府/大阪市/港区/磯路/１丁目/６番/１９号,135.46246470219253,34.66764616212872,5.0,8.0,1
20851.0,伊藤園,20851.0,伊藤園,3011001002279,株式会社伊藤園,東京都渋谷区本町３丁目４７番１０号,-,1077,2019-11-25T00:00:00+09:00,東京都/渋谷区/本町/３丁目/４７番/１０号,139.68261276965222,35.68811628992542,5.0,8.0,1
15528.0,九州朝日放送,15528.0,九州朝日放送,6290001006862,九州朝日放送株式会社,福岡県福岡市中央区長浜１丁目１番１号,-,15,2018-07-20T00:00:00+09:00,福岡県/福岡市/中央区/長浜/１丁目/１番/１号,130.39613890734392,33.59570191300248,5.0,8.0,1
7031.0,中小企業基盤整備機構,7031.0,中小企業基盤整備機構,2010405004147,独立行政法人中小企業基盤整備機構,東京都港区虎ノ門３丁目５番１号,-,95,2018-05-02T00:00:00+09:00,東京都/港区/虎ノ門/３丁目/５番/１号,139.74621824915673,35.66647042969729,5.0,8.0,1
21183.0,雄渾キャピタル・パートナーズ,21183.0,雄渾キャピタル・パートナーズ,4010401111069,雄渾キャピタル・パートナーズ株式会社,東京都千代田区一番町５番地アトラスビル,-,1,2019-10-31T00:00:00+09:00,東京都/千代田区/一番町/５番,139.742917678211,35.68756796961494,5.0,7.0,1
21345.0,帝京ナレッジ・イニシアティブ,21345.0,帝京ナレッジ・イニシアティブ,5011401021843,株式会社帝京ナレッジ・イニシアティブ,東京都板橋区加賀２丁目１１番１号,-,3,2019-05-31T00:00:00+09:00,東京都/板橋区/加賀/２丁目/１１番/１号,139.7146271799962,35.759299140991864,5.0,8.0,1
