出資元・企業ID,出資元・企業名,company_id,company_name,corporate_number,corporate_name,location,status,number_of_activity,update_date,LocName,lon,lat,iConf,iLvl,count
6097.0,Spiral Capital,6097.0,Spiral Capital,2010401125731,Ｓｐｉｒａｌ　Ｃａｐｉｔａｌ株式会社,東京都港区虎ノ門５丁目１１番１号,-,0,2019-08-27T00:00:00+09:00,東京都/港区/虎ノ門/５丁目/１１番/１号,139.74391866441013,35.6610009826668,5.0,8.0,1
6415.0,みずほキャピタル,6415.0,みずほキャピタル,2010001077605,みずほキャピタル株式会社,東京都千代田区内幸町１丁目２番１号,-,1,2018-04-05T00:00:00+09:00,東京都/千代田区/内幸町/１丁目/２番/１号,139.75633724216357,35.67018028440196,5.0,8.0,1
15475.0,三菱UFJイノベーション・パートナーズ,15475.0,三菱UFJイノベーション・パートナーズ,3010001197550,株式会社三菱ＵＦＪイノベーション・パートナーズ,東京都千代田区大手町１丁目１番１号,-,1,2022-01-19T00:00:00+09:00,東京都/千代田区/大手町/１丁目/１番/１号,139.7626660375068,35.68674859213947,5.0,8.0,1
17868.0,千葉道場,17868.0,千葉道場,2011001126863,千葉道場株式会社,東京都渋谷区恵比寿１丁目３１番１１−５０１号,-,5,2019-03-08T00:00:00+09:00,東京都/渋谷区/恵比寿/１丁目/３１番/１１号,139.71715150355342,35.64682185818766,5.0,8.0,1
4931.0,ジェネシア・ベンチャーズ,4931.0,ジェネシア・ベンチャーズ,6020001117694,株式会社ジェネシア・ベンチャーズ,東京都港区北青山３丁目３番１３号,-,2,2018-10-16T00:00:00+09:00,東京都/港区/北青山/３丁目/３番/１３号,139.7144808851333,35.667809427684375,5.0,8.0,1
5965.0,ディーエヌエックスベンチャーズ,5965.0,ディーエヌエックスベンチャーズ,6010001168243,ディー・エヌ・エックス・ベンチャーズ株式会社,東京都港区港南２丁目１５番１号,閉鎖,0,2022-04-05T00:00:00+09:00,東京都/港区/港南/２丁目/１５番/１号,139.7419301800295,35.627534689536574,5.0,8.0,1
5933.0,ANRI,5933.0,ANRI,2021001021865,アンリツ株式会社,神奈川県厚木市恩名５丁目１番１号,-,1440,2020-06-12T00:00:00+09:00,神奈川県/厚木市/恩名/５−１番地,139.35239088191076,35.434885960621195,4.0,8.0,1
7773.0,XTech Ventures,7773.0,XTech Ventures,6010001188927,ＸＴｅｃｈ　Ｖｅｎｔｕｒｅｓ株式会社,東京都中央区八重洲１丁目５番２０号東京建物八重洲さくら通りビル３階,-,0,2020-05-01T00:00:00+09:00,東京都/中央区/八重洲/１丁目/５番/２０号,139.77043557524448,35.68188934706737,5.0,8.0,1
6256.0,ゴールドマン・サックス証券,6256.0,ゴールドマン・サックス証券,9010401059056,ゴールドマン・サックス証券株式会社,東京都港区六本木６丁目１０番１号六本木ヒルズ森タワー,-,3,2018-04-24T00:00:00+09:00,東京都/港区/六本木/６丁目/１０番/１号,139.72921993379873,35.66041065464342,5.0,8.0,1
6246.0,グローバル・ブレイン,6246.0,グローバル・ブレイン,2010401077766,グローバル・ブレイン株式会社,東京都渋谷区桜丘町１０番１１号,-,9,2018-05-07T00:00:00+09:00,東京都/渋谷区/桜丘町/１０番/１１号,139.70215246189932,35.65460058189925,5.0,8.0,1
6092.0,SMBCベンチャーキャピタル,6092.0,SMBCベンチャーキャピタル,7010001095593,ＳＭＢＣベンチャーキャピタル株式会社,東京都中央区八重洲１丁目３番４号,-,1,2018-04-12T00:00:00+09:00,東京都/中央区/八重洲/１丁目/３番/４号,139.77165542184255,35.68312924048353,5.0,8.0,1
6010.0,JA三井リース,6010.0,JA三井リース,8010701022466,ＪＡ三井リース株式会社,東京都中央区銀座８丁目１３番１号,-,48,2022-04-18T00:00:00+09:00,東京都/中央区/銀座/８丁目/１３番/１号,139.76318678476997,35.667130811032116,5.0,8.0,1
26189.0,Carbide Ventures,26189.0,Carbide Ventures,6011103010722,Ｃａｒｂｉｄｅ　Ｖｅｎｔｕｒｅｓ　Ｏｆｆｓｈｏｒｅ合同会社,東京都千代田区丸の内２丁目５番１号丸の内二丁目ビル７階,-,1,2021-08-03T00:00:00+09:00,東京都/千代田区/丸の内/２丁目/５番/１号,139.76315626791364,35.680009362816406,5.0,8.0,1
3665.0,バルテス,3665.0,バルテス,1120001107293,バルテス株式会社,大阪府大阪市西区阿波座１丁目３番１５号,-,19,2018-10-01T00:00:00+09:00,大阪府/大阪市/西区/阿波座/１丁目/３番/１５号,135.497141215005,34.68084546753667,5.0,8.0,1
24691.0,ココナラスキルパートナーズ,24691.0,ココナラスキルパートナーズ,5011001145019,株式会社ココナラスキルパートナーズ,東京都渋谷区桜丘町２０番１号,-,0,2022-01-13T00:00:00+09:00,東京都/渋谷区/桜丘町/２０番/１号,139.70086254429629,35.655270472031226,5.0,8.0,1
26150.0,エコノミクスデザイン,26150.0,エコノミクスデザイン,2011101091578,株式会社エコノミクスデザイン,東京都新宿区新宿１丁目３番８号ＹＫＢ新宿御苑ビル４階,-,0,2020-06-16T00:00:00+09:00,東京都/新宿区/新宿/１丁目/３番/８号,139.71213026784608,35.68807708600003,5.0,8.0,1
17702.0,日本スタートアップ支援協会,17702.0,日本スタートアップ支援協会,5120905005416,一般社団法人日本スタートアップ支援協会,大阪府池田市旭丘１丁目１番７号,-,1,2018-10-23T00:00:00+09:00,大阪府/池田市/旭丘/１丁目/１番,135.4448011407912,34.81767869776085,5.0,7.0,1
16416.0,東京地下鉄,16416.0,東京地下鉄,4010501022810,東京地下鉄株式会社,東京都台東区東上野３丁目１９番６号,-,408,2021-07-06T00:00:00+09:00,東京都/台東区/東上野/３丁目/１９番/６号,139.77777375791496,35.71148621718287,5.0,8.0,1
3376.0,うるる,3376.0,うるる,6010001096659,株式会社うるる,東京都中央区晴海３丁目１２番１号ＫＤＸ晴海ビル９Ｆ,-,40,2018-05-07T00:00:00+09:00,東京都/中央区/晴海/３丁目/１２番/１号,139.77877595803662,35.65488260593549,5.0,8.0,1
14511.0,三井住友ファイナンス&リース,14511.0,三井住友ファイナンス&リース,5010401072079,三井住友ファイナンス＆リース株式会社,東京都千代田区丸の内１丁目３番２号,-,180,2019-05-09T00:00:00+09:00,東京都/千代田区/丸の内/１丁目/３番/２号,139.7638260231406,35.68466885707713,5.0,8.0,1
6907.0,三菱HCキャピタル,6907.0,三菱HCキャピタル,4010001049866,三菱ＨＣキャピタル株式会社,東京都千代田区丸の内１丁目５番１号,-,55,2021-07-12T00:00:00+09:00,東京都/千代田区/丸の内/１丁目/５番/１号,139.76463603762147,35.68260911035785,5.0,8.0,1
6463.0,三菱UFJ銀行,6463.0,三菱UFJ銀行,5010001008846,株式会社三菱ＵＦＪ銀行,東京都千代田区丸の内２丁目７番１号,-,700,2021-11-29T00:00:00+09:00,東京都/千代田区/丸の内/２丁目/７番/１号,139.76434622154187,35.67865954649435,5.0,8.0,1
6573.0,日本政策金融公庫,6573.0,日本政策金融公庫,8010001120391,株式会社日本政策金融公庫,東京都千代田区大手町１丁目９番４号,-,116,2018-04-09T00:00:00+09:00,東京都/千代田区/大手町/１丁目/９番/４号,139.76562572130797,35.688368489567466,5.0,8.0,1
15424.0,商工組合中央金庫,15424.0,商工組合中央金庫,9010001120408,株式会社商工組合中央金庫,東京都中央区八重洲２丁目１０番１７号,-,104,2018-04-25T00:00:00+09:00,東京都/中央区/八重洲/２丁目/１０番/１７号,139.7668461101647,35.676169893462315,5.0,8.0,1
6062.0,Pavilion Capital,6062.0,Pavilion Capital,2010001211196,Ｐａｖｉｌｉｏｎ　Ｃａｐｉｔａｌ　Ｊａｐａｎ株式会社,東京都千代田区丸の内１丁目５番１号新丸の内ビルディングＥＧＧＪＡＰＡＮ,-,0,2020-07-29T00:00:00+09:00,東京都/千代田区/丸の内/１丁目/５番/１号,139.76463603762147,35.68260911035785,5.0,8.0,1
5986.0,GMO Venture Partners,5986.0,GMO Venture Partners,1011001045676,ＧＭＯ　ＶｅｎｔｕｒｅＰａｒｔｎｅｒｓ株式会社,東京都渋谷区桜丘町２６番１号,-,1,2018-05-22T00:00:00+09:00,東京都/渋谷区/桜丘町/２６番,139.6994526316389,35.65607034433615,5.0,7.0,1
3349.0,インキュベイトファンド,3349.0,インキュベイトファンド,6010401090014,インキュベイトファンド株式会社,東京都港区赤坂１丁目１２番３２号,-,1,2020-01-15T00:00:00+09:00,東京都/港区/赤坂/１丁目/１２番,139.7410286200392,35.66818009825869,5.0,7.0,1
4363.0,STRIVE,4363.0,STRIVE,6010401096762,ＳＴＲＩＶＥ株式会社,東京都港区赤坂１丁目１２番３２号アーク森ビル３階,-,3,2020-04-17T00:00:00+09:00,東京都/港区/赤坂/１丁目/１２番,139.7410286200392,35.66818009825869,5.0,7.0,1
6633.0,環境エネルギー投資,6633.0,環境エネルギー投資,6010701016932,株式会社環境エネルギー投資,東京都品川区東五反田５丁目１１番１号,-,2,2018-04-24T00:00:00+09:00,東京都/品川区/東五反田/５丁目/１１番/１号,139.7233316622996,35.62985393042649,5.0,8.0,1
6446.0,りそな銀行,6446.0,りそな銀行,6120001076393,株式会社りそな銀行,大阪府大阪市中央区備後町２丁目２番１号,-,204,2022-01-18T00:00:00+09:00,大阪府/大阪市/中央区/備後町/２丁目/２番,135.50591030583905,34.684985201011955,5.0,7.0,1
6456.0,三井住友海上キャピタル,6456.0,三井住友海上キャピタル,7010001030435,三井住友海上キャピタル株式会社,東京都中央区京橋１丁目２番５号,-,2,2018-04-13T00:00:00+09:00,東京都/中央区/京橋/１丁目/２番/５号,139.77078566340572,35.67896968462387,5.0,8.0,1
18177.0,DIMENSION,18177.0,DIMENSION,8020001100269,株式会社Ｅｌｅｃｔｒｏ　Ｄｉｍｅｎｓｉｏｎｓ,神奈川県横浜市都筑区早渕３丁目１０番２１号,-,8,2019-02-06T00:00:00+09:00,神奈川県/横浜市/都筑区/早渕/３丁目/１０番/２１号,139.60045533391158,35.54849978425485,5.0,8.0,1
3220.0,Sansan,3220.0,Sansan,4010001120965,Ｓａｎｓａｎ株式会社,東京都渋谷区神宮前５丁目５２−２青山オーバルビル１３Ｆ,-,84,2018-04-25T00:00:00+09:00,東京都/渋谷区/神宮前/５丁目/５２番/２号,139.7089715562863,35.662739849816035,5.0,8.0,1
6588.0,星野リゾート,6588.0,星野リゾート,5100001008688,株式会社星野リゾート,長野県北佐久郡軽井沢町大字長倉２１４８番地,-,58,2019-03-11T00:00:00+09:00,長野県/北佐久郡/軽井沢町/大字長倉/２１４８番地,138.58998918655917,36.36308070977527,5.0,8.0,1
6707.0,伊藤忠テクノソリューションズ,6707.0,伊藤忠テクノソリューションズ,2010001010788,伊藤忠テクノソリューションズ株式会社,東京都港区虎ノ門４丁目１番１号,-,358,2021-07-08T00:00:00+09:00,東京都/港区/虎ノ門/４丁目/１番/１号,139.74511839998038,35.66504056087763,5.0,8.0,1
6559.0,新生銀行,6559.0,新生銀行,7010001016855,株式会社新生銀行,東京都中央区日本橋室町２丁目４番３号,-,59,2020-08-06T00:00:00+09:00,東京都/中央区/日本橋室町/２丁目/４番/３号,139.77389505770137,35.687448815149466,5.0,8.0,1
6389.0,プライムロック・インベストメント,6389.0,プライムロック・インベストメント,5011003006920,合同会社プライムロック・インベストメント,東京都渋谷区神宮前６丁目１９番１４号神宮前ハッピービル８階,-,1,2016-07-12T00:00:00+09:00,東京都/渋谷区/神宮前/６丁目/１９番/１４号,139.70241209064173,35.66327961328305,5.0,8.0,1
11186.0,セカンドサイトアナリティカ,11186.0,セカンドサイトアナリティカ,1010001176151,セカンドサイトアナリティカ株式会社,東京都中央区日本橋本町３丁目２番１１号,-,11,2022-02-14T00:00:00+09:00,東京都/中央区/日本橋本町/３丁目/２番/１１号,139.77424498808395,35.68843871328683,5.0,8.0,1
26131.0,ベストインクラスプロデューサーズ,26131.0,ベストインクラスプロデューサーズ,9011001102759,株式会社ベストインクラスプロデューサーズ,東京都渋谷区恵比寿西１丁目３２番１６号,-,0,2018-12-18T00:00:00+09:00,東京都/渋谷区/恵比寿西/１丁目/３２番/１６号,139.7050225391746,35.64663155448064,5.0,8.0,1
26134.0,中西金属工業,26134.0,中西金属工業,6120001059670,中西金属工業株式会社,大阪府大阪市北区天満橋３丁目３番５号,-,425,2022-07-19T00:00:00+09:00,大阪府/大阪市/北区/天満橋/３丁目/３番/５号,135.51571878324242,34.70446321677136,5.0,8.0,1
15745.0,リアルテックホールディングス,15745.0,リアルテックホールディングス,2010001163520,リアルテックホールディングス株式会社,東京都墨田区横川１丁目１６番３号,-,1,2020-06-09T00:00:00+09:00,東京都/墨田区/横川/１丁目/１６番/３号,139.80848138705468,35.70576768612693,5.0,8.0,1
24355.0,Angel Box,24355.0,Angel Box,3011101097459,株式会社Ａｎｇｅｌ　Ｂｏｘ,東京都港区六本木６丁目２−３１六本木ヒルズノースタワー１７階,-,0,2022-01-28T00:00:00+09:00,東京都/港区/六本木/６丁目/２番/３１号,139.73017979486457,35.66184051968754,5.0,8.0,1
26078.0,FTG Company,26078.0,FTG Company,9010701023430,株式会社ＦＴＧ　Ｃｏｍｐａｎｙ,東京都目黒区中目黒３丁目６番１号千陽アポロンビル４Ｆ,-,22,2019-04-17T00:00:00+09:00,東京都/目黒区/中目黒/３丁目/６番/１号,139.70281300065673,35.63981226163894,5.0,8.0,1
6244.0,クレディセゾン,6244.0,クレディセゾン,2013301002884,株式会社クレディセゾン,東京都豊島区東池袋３丁目１番１号,-,96,2020-12-22T00:00:00+09:00,東京都/豊島区/東池袋/３丁目/１番/１号,139.718428066078,35.72940260715353,5.0,8.0,1
4600.0,DGベンチャーズ,4600.0,DGベンチャーズ,3011001061291,株式会社ＤＧベンチャーズ,東京都渋谷区恵比寿南３丁目５番７号,-,9,2020-01-20T00:00:00+09:00,東京都/渋谷区/恵比寿南/３丁目/５番/７号,139.70376265682037,35.646361551062725,5.0,8.0,1
10615.0,キヤノンメディカルシステムズ,10615.0,キヤノンメディカルシステムズ,8060001013525,キヤノンメディカルシステムズ株式会社,栃木県大田原市下石上１３８５番地,-,5905,2020-01-20T00:00:00+09:00,栃木県/大田原市/下石上/１３８５番地,139.94886138155292,36.85776111501611,5.0,8.0,1
6540.0,山口キャピタル,6540.0,山口キャピタル,1250001000618,山口キャピタル株式会社,山口県下関市竹崎町４丁目２番３６号,-,1,2022-04-08T00:00:00+09:00,山口県/下関市/竹崎町/４丁目/２番/３６号,130.9252012637198,33.95036134492048,5.0,8.0,1
16615.0,出光興産,16615.0,出光興産,9010001011318,出光興産株式会社,東京都千代田区大手町１丁目２番１号,-,1358,2021-07-16T00:00:00+09:00,東京都/千代田区/大手町/１丁目/２番/１号,139.76229602729723,35.68777846643209,5.0,8.0,1
24570.0,Aflac Ventures Japan,24570.0,Aflac Ventures Japan,2011101090308,Ａｆｌａｃ　Ｖｅｎｔｕｒｅｓ　Ｊａｐａｎ株式会社,東京都港区南青山３丁目１番３１号ＫＤ南青山ビル,-,0,2022-01-28T00:00:00+09:00,東京都/港区/南青山/３丁目/１番,139.71636071490366,35.668079447748035,5.0,7.0,1
6666.0,DRONE FUND,6666.0,DRONE FUND,2021001054667,ＤＲＯＮＥ　ＦＵＮＤ株式会社,東京都渋谷区恵比寿３丁目３番６号,-,12,2020-03-06T00:00:00+09:00,東京都/渋谷区/恵比寿/３丁目/３番/６号,139.71872143848984,35.64513209016431,5.0,8.0,1
23550.0,日揮,23550.0,日揮,8020001070990,日揮触媒化成株式会社,神奈川県川崎市幸区堀川町５８０番地,-,1030,2018-06-28T00:00:00+09:00,神奈川県/川崎市/幸区/堀川町/５８０番地,139.69985745313375,35.53501395153643,5.0,8.0,1
15457.0,ヤマトホールディングス,15457.0,ヤマトホールディングス,7010001034964,ヤマトホールディングス株式会社,東京都中央区銀座２丁目１６番１０号,-,253,2018-04-17T00:00:00+09:00,東京都/中央区/銀座/２丁目/１６番/１０号,139.77053601897356,35.67068060948618,5.0,8.0,1
23639.0,MOL PLUS,23639.0,MOL PLUS,5010401159883,株式会社ＭＯＬ　ＰＬＵＳ,東京都港区虎ノ門２丁目１番１号,-,0,2021-06-11T00:00:00+09:00,東京都/港区/虎ノ門/２丁目/１番/１号,139.74687805742903,35.66984006869101,5.0,8.0,1
6014.0,JR東日本スタートアップ,6014.0,JR東日本スタートアップ,6011001120821,ＪＲ東日本スタートアップ株式会社,東京都渋谷区代々木２丁目２番２号,-,2,2018-07-11T00:00:00+09:00,東京都/渋谷区/代々木/２丁目/２番/２号,139.70006132234923,35.687306848847136,5.0,8.0,1
4139.0,ACSL,4139.0,ACSL,9040001083503,株式会社ＡＣＳＬ,東京都江戸川区臨海町３丁目６番４号２階,-,63,2022-05-24T00:00:00+09:00,東京都/江戸川区/臨海町/３丁目/６番/４号,139.86896865634253,35.64663595699205,5.0,8.0,1
23946.0,鐘通,23946.0,鐘通,6130001010863,鐘通株式会社,京都府京都市南区西九条豊田町１番地,-,7,2018-04-25T00:00:00+09:00,京都府/京都市/南区/西九条豊田町/１番地,135.74579928665707,34.97537779451053,5.0,8.0,1
6462.0,三菱UFJキャピタル,6462.0,三菱UFJキャピタル,8010001022150,三菱ＵＦＪキャピタル株式会社,東京都中央区日本橋２丁目３番４号,-,6,2020-06-26T00:00:00+09:00,東京都/中央区/日本橋/２丁目/３番/４号,139.77212545102475,35.68141944528561,5.0,8.0,1
6478.0,京銀リース・キャピタル,6478.0,京銀リース・キャピタル,1130001010364,京銀リース・キャピタル株式会社,京都府京都市下京区烏丸通七条下る東塩小路町７３１番地,-,1,2022-07-04T00:00:00+09:00,京都府/京都市/下京区/東塩小路町/７３１,135.7599676037694,34.988026688413626,5.0,7.0,1
9614.0,識学,9614.0,識学,7011001104435,株式会社識学,東京都品川区大崎２丁目９番３号大崎ウエストシティビル１階,-,3,2022-06-16T00:00:00+09:00,東京都/品川区/大崎/２丁目/９番/３号,139.72803179262266,35.61670553345055,5.0,8.0,1
24394.0,IMV,24394.0,IMV,3120001059756,ＩＭＶ株式会社,大阪府大阪市西淀川区竹島２丁目６番１０号,-,32,2018-10-12T00:00:00+09:00,大阪府/大阪市/西淀川区/竹島/２丁目/６番/１０号,135.45561333724075,34.725469434507495,5.0,8.0,1
21827.0,KADOKAWA,21827.0,KADOKAWA,2010001163289,株式会社ＫＡＤＯＫＡＷＡ,東京都千代田区富士見２丁目１３番３号,-,1229,2022-02-04T00:00:00+09:00,東京都/千代田区/富士見/２丁目/１３番/３号,139.7442071541363,35.69784684860076,5.0,8.0,1
3753.0,マイナビ,3753.0,マイナビ,3010001029968,株式会社マイナビ,東京都千代田区一ツ橋１丁目１番１号,-,166,2022-01-19T00:00:00+09:00,東京都/千代田区/一ツ橋/１丁目/１番/１号,139.75746630667075,35.69099797476491,5.0,8.0,1
24104.0,マルハニチロ,24104.0,マルハニチロ,2010601040697,マルハニチロ株式会社,東京都江東区豊洲３丁目２番２０号,-,402,2018-04-09T00:00:00+09:00,東京都/江東区/豊洲/３丁目/２番,139.79476448099555,35.65793269275934,5.0,7.0,1
7651.0,ソレイジア・ファーマ,7651.0,ソレイジア・ファーマ,9010401075961,ソレイジア・ファーマ株式会社,東京都港区芝公園２丁目１１番１号,-,1,2018-04-17T00:00:00+09:00,東京都/港区/芝公園/２丁目/１１番/１号,139.75103832701768,35.65440191529843,5.0,8.0,1
20485.0,JICベンチャー・グロース・インベストメンツ,20485.0,JICベンチャー・グロース・インベストメンツ,3010001210908,ＪＩＣベンチャー・グロース・インベストメンツ株式会社,東京都港区虎ノ門１丁目３番１号,-,1,2021-04-01T00:00:00+09:00,東京都/港区/虎ノ門/１丁目/３番/１号,139.7494978257508,35.67008011203768,5.0,8.0,1
6419.0,みずほ銀行,6419.0,みずほ銀行,6010001008845,株式会社みずほ銀行,東京都千代田区大手町１丁目５番５号,-,662,2022-03-08T00:00:00+09:00,東京都/千代田区/大手町/１丁目/５番/５号,139.76538585584947,35.68553880119769,5.0,8.0,1
5596.0,東京大学エッジキャピタル,5596.0,東京大学エッジキャピタル,3010001190786,株式会社東京大学エッジキャピタルパートナーズ,東京都文京区本郷７丁目３番１号,-,1,2018-04-10T00:00:00+09:00,東京都/文京区/本郷/７丁目/３番/１号,139.76496484727602,35.711395882940614,5.0,8.0,1
5047.0,Plug and Play Japan,5047.0,Plug and Play Japan,1011001117483,Ｐｌｕｇ　ａｎｄ　Ｐｌａｙ　Ｊａｐａｎ株式会社,東京都渋谷区道玄坂１丁目１６−３渋谷センタープレイス,-,1,2020-05-21T00:00:00+09:00,東京都/渋谷区/道玄坂/１丁目/１６番/３号,139.69817270796446,35.65687022012346,5.0,8.0,1
4453.0,サムライインキュベート,4453.0,サムライインキュベート,3010701025845,株式会社サムライインキュベート,東京都港区六本木１丁目３番５０号,-,4,2021-02-12T00:00:00+09:00,東京都/港区/六本木/１丁目/３番/５０号,139.73951881648836,35.6664802487926,5.0,8.0,1
17753.0,東京理科大学イノベーション・キャピタル,17753.0,東京理科大学イノベーション・キャピタル,5011101085890,東京理科大学イノベーション・キャピタル株式会社,東京都新宿区神楽坂１丁目３番地,-,1,2018-11-13T00:00:00+09:00,東京都/新宿区/神楽坂/１丁目/３番,139.74122733451864,35.69963656733244,5.0,7.0,1
21212.0,神宮館,21212.0,神宮館,3010501005551,株式会社神宮館,東京都台東区東上野１丁目１番４号,-,5,2018-08-28T00:00:00+09:00,東京都/台東区/東上野/１丁目/１番/４号,139.78155360287343,35.70739677860702,5.0,8.0,1
21211.0,シフラ,21211.0,シフラ,8010601029066,株式会社シフラ,東京都江東区富岡１丁目１２番８号,-,30,2018-05-16T00:00:00+09:00,東京都/江東区/富岡/１丁目/１２番/８号,139.7980036523056,35.671671236236,5.0,8.0,1
6750.0,NOW,6750.0,NOW,2000020472051,宜野湾市,沖縄県宜野湾市野嵩１丁目１−１,-,280,2018-04-12T00:00:00+09:00,沖縄県/宜野湾市/野嵩/１丁目/１番/１号,127.77834669529253,26.281762220491604,5.0,8.0,1
6558.0,新生企業投資,6558.0,新生企業投資,1010001150387,新生企業投資株式会社,東京都中央区日本橋室町２丁目４番３号,-,2,2018-05-07T00:00:00+09:00,東京都/中央区/日本橋室町/２丁目/４番/３号,139.77389505770137,35.687448815149466,5.0,8.0,1
10473.0,アストマックス・ファンド・マネジメント,10473.0,アストマックス・ファンド・マネジメント,7010701031798,アストマックス・ファンド・マネジメント株式会社,東京都品川区東五反田２丁目１０番２号,-,1,2018-07-19T00:00:00+09:00,東京都/品川区/東五反田/２丁目/１０番/２号,139.72695156022613,35.62476459920025,5.0,8.0,1
6143.0,アイティーファーム,6143.0,アイティーファーム,6010002032927,有限会社アイティーファーム,東京都文京区千石４丁目４４番８号,-,6,2015-10-28T00:00:00+09:00,東京都/文京区/千石/４丁目/４４番/８号,139.741886043163,35.730223145173206,5.0,8.0,1
6599.0,東京大学協創プラットフォーム開発,6599.0,東京大学協創プラットフォーム開発,2010001173123,東京大学協創プラットフォーム開発株式会社,東京都文京区本郷７丁目３番１号,-,1,2019-04-02T00:00:00+09:00,東京都/文京区/本郷/７丁目/３番/１号,139.76496484727602,35.711395882940614,5.0,8.0,1
24194.0,近鉄グループホールディングス,24194.0,近鉄グループホールディングス,6120001023131,近鉄グループホールディングス株式会社,大阪府大阪市天王寺区上本町６丁目１番５５号,-,29,2018-07-18T00:00:00+09:00,大阪府/大阪市/天王寺区/上本町/６丁目/１番/５５号,135.5195397781141,34.66539774136467,5.0,8.0,1
10420.0,インソース,10420.0,インソース,5010001080795,株式会社インソース,東京都千代田区神田小川町３丁目２０番地,-,48,2021-02-18T00:00:00+09:00,東京都/千代田区/神田小川町/３丁目/２０番,139.76124575625337,35.696697435573846,5.0,7.0,1
6212.0,エアトリ,6212.0,エアトリ,6010401072978,株式会社エアトリ,東京都港区愛宕２丁目５番１号,-,31,2020-01-20T00:00:00+09:00,東京都/港区/愛宕/２丁目/５番/１号,139.74890818441338,35.66242095699499,5.0,8.0,1
26156.0,渡辺ケミカル,26156.0,渡辺ケミカル,7120001092605,渡辺ケミカル株式会社,大阪府大阪市中央区平野町３丁目６番１号,-,1,2018-12-18T00:00:00+09:00,大阪府/大阪市/中央区/平野町/３丁目/６番/１号,135.5010606501548,34.68735481932525,5.0,8.0,1
6080.0,SBIインベストメント,6080.0,SBIインベストメント,9010401045023,ＳＢＩインベストメント株式会社,東京都港区六本木１丁目６番１号,-,1,2019-04-23T00:00:00+09:00,東京都/港区/六本木/１丁目/６番/１号,139.73976886701126,35.66470045553665,5.0,8.0,1
17333.0,スパークス・アセット・マネジメント,17333.0,スパークス・アセット・マネジメント,5010701017007,スパークス・アセット・マネジメント株式会社,東京都港区港南１丁目２番７０号品川シーズンテラス,-,7,2018-07-06T00:00:00+09:00,東京都/港区/港南/１丁目/２番,139.74383972746293,35.63476392861785,5.0,7.0,1
23878.0,新明和工業,23878.0,新明和工業,7140001082323,新明和工業株式会社,兵庫県宝塚市新明和町１番１号,-,1343,2022-07-15T00:00:00+09:00,兵庫県/宝塚市/新明和町/１番/１号,135.36796916318005,34.78031116599064,5.0,8.0,1
6621.0,横浜キャピタル,6621.0,横浜キャピタル,3020001016263,横浜キャピタル株式会社,神奈川県横浜市西区みなとみらい３丁目１番１号,-,2,2018-05-08T00:00:00+09:00,神奈川県/横浜市/西区/みなとみらい/３丁目/１番/１号,139.62941662884006,35.45442111431357,5.0,8.0,1
6676.0,静岡キャピタル,6676.0,静岡キャピタル,1080001008364,静岡キャピタル株式会社,静岡県静岡市清水区草薙北２番１号,-,1,2018-07-11T00:00:00+09:00,静岡県/静岡市/清水区/草薙北/２番/１号,138.44038507729584,35.00446061485146,5.0,8.0,1
26036.0,小僧com,26036.0,小僧com,4010001115288,小僧ｃｏｍ株式会社,東京都世田谷区深沢４丁目９番１号,-,0,2020-10-27T00:00:00+09:00,東京都/世田谷区/深沢/４丁目/９番/１号,139.65822753295953,35.62106317502747,5.0,8.0,1
18829.0,JBCホールディングス,18829.0,JBCホールディングス,2010001204274,ＪＢＣホールディングス株式会社,東京都中央区日本橋茅場町３丁目１３番２号１０２,-,0,2019-10-07T00:00:00+09:00,東京都/中央区/日本橋茅場町/３丁目/１３番/２号,139.77937500992593,35.67713012214907,5.0,8.0,1
26063.0,ユニゾンシステムズ,26063.0,ユニゾンシステムズ,3290001010900,株式会社ユニゾンシステムズ,福岡県福岡市中央区荒戸２丁目１番５号,-,9,2018-04-09T00:00:00+09:00,福岡県/福岡市/中央区/荒戸/２丁目/１番/５号,130.3767608015678,33.59050214295165,5.0,8.0,1
7372.0,ストライク,7372.0,ストライク,4500001020918,株式会社ストライク・ファースト,愛媛県松山市歩行町２丁目１番地１８佐伯物産ビル４Ｆ,-,5,2019-01-31T00:00:00+09:00,愛媛県/松山市/歩行町/２丁目/１−１１番地,132.77129871931248,33.84212089810888,4.0,8.0,1
19210.0,ミライラボ,19210.0,ミライラボ,2010401127785,ミライラボバイオサイエンス株式会社,東京都中央区銀座１丁目１４番４号,-,192,2022-02-08T00:00:00+09:00,東京都/中央区/銀座/１丁目/１４番/４号,139.76997596437877,35.673210310151894,5.0,8.0,1
8466.0,トラストバンク,8466.0,トラストバンク,8011001073076,株式会社トラストバンク,東京都渋谷区渋谷２丁目２４番１２号,-,264,2021-02-18T00:00:00+09:00,東京都/渋谷区/渋谷/２丁目/２４番,139.70173232130335,35.65898007836922,5.0,7.0,1
3795.0,ユナイテッド,3795.0,ユナイテッド,1011001028441,株式会社ユナイテッドアローズ,東京都渋谷区神宮前３丁目２８番１号,-,59,2020-07-14T00:00:00+09:00,東京都/渋谷区/神宮前/３丁目/２８番/１号,139.70971111393388,35.67216880970044,5.0,8.0,1
